star_id,mission,label,orbital_period,transit_duration,transit_depth,planet_radius,impact_parameter,transit_snr,mes,stellar_teff,stellar_logg,stellar_radius,mag
7869917,Kepler,CONFIRMED,7.71467686,4.5871,233.9,4.65,0.899,,,6900.0,3.843,2.599,12.082
9824805,Kepler,CONFIRMED,4.4444826,3.686,163.0,1.71,0.941,,,6240.0,4.426,1.079,15.216
5193400,Kepler,FALSE_POSITIVE,21.3781146,19.359,556.1,3.18,0.906,,,6218.0,4.417,1.131,15.686
7939330,Kepler,CONFIRMED,29.5422566,13.902,879.9,3.15,0.959,,,5510.0,4.572,0.803,15.481
4918309,Kepler,CANDIDATE,186.4361811,5.774,4347.0,11.32,0.921,,,5393.0,4.132,1.37,15.402
12602568,Kepler,CONFIRMED,8.04727721,5.159,486.0,2.33,0.937,,,5840.0,4.553,0.849,15.068
9941066,Kepler,CONFIRMED,5.87063416,2.5736,505.6,1.44,0.642,,,4166.0,4.66,0.612,15.961
5972334,Kepler,CONFIRMED,15.358767771,4.1223,14638.0,10.89,0.487,,,5422.0,4.484,0.887,14.991
4650733,Kepler,CONFIRMED,29.5390897,4.139,403.3,2.51,0.213,,,6572.0,4.365,1.238,15.111
4830605,Kepler,CANDIDATE,35.6364022,4.888,452.6,1.99,0.654,,,5926.0,4.532,0.887,15.614
4832197,Kepler,FALSE_POSITIVE,0.94773253,1.7645,11306.0,45.58,1.186,,,6302.0,4.183,1.269,11.51
4844004,Kepler,FALSE_POSITIVE,0.784031658,0.7773,352.2,1.55,0.102,,,5435.0,4.578,0.824,15.479
12120943,Kepler,CANDIDATE,8.98128472,5.0397,4924.0,7.19,0.294,,,5977.0,4.473,1.022,15.703
9761199,Kepler,FALSE_POSITIVE,0.692015479,1.1315,4518.1,19.31,1.267,,,3752.0,4.747,0.497,15.692
7751571,Kepler,FALSE_POSITIVE,17.0421346,7.507,3616.7,5.14,0.784,,,5367.0,4.59,0.773,15.57
9579499,Kepler,FALSE_POSITIVE,7.94671044,2.8419,6084.4,27.43,1.255,,,4859.0,4.626,0.702,15.791
11913013,Kepler,FALSE_POSITIVE,3.74781242,5.241,5367.0,38.04,1.258,,,5780.0,4.438,1.0,17.445
7768451,Kepler,CANDIDATE,192.667139,5.443,1148.3,3.64,0.911,,,5401.0,4.487,0.878,14.879
7691260,Kepler,CONFIRMED,3.989544192,1.591,190.0,0.93,0.085,,,5229.0,4.643,0.688,14.083
9821454,Kepler,CONFIRMED,17.9776037,4.605,213.9,1.58,0.721,,,6296.0,4.46,1.006,14.307
11954842,Kepler,CONFIRMED,12.98494603,3.4497,257.2,1.64,0.046,,,5948.0,4.384,1.025,13.029
7972785,Kepler,FALSE_POSITIVE,7.300735516,5.78725,13052.0,13.32,0.446,,,6434.0,4.394,1.138,14.933
5470739,Kepler,CONFIRMED,19.17893976,5.144,752.8,2.4,0.004,,,5767.0,4.538,0.881,15.401
10022908,Kepler,CONFIRMED,6.99130452,2.1568,555.4,1.95,0.74,,,4847.0,4.606,0.761,14.94
9932970,Kepler,CANDIDATE,52.971584,3.4632,3882.6,29.02,1.259,,,5204.0,4.55,0.789,15.7
5617854,Kepler,CONFIRMED,3.517494725,1.5639,532.8,1.42,0.742,,,4132.0,4.699,0.564,14.699
4932442,Kepler,CONFIRMED,6.93365167,4.608,119.6,1.7,0.904,,,5861.0,4.212,1.304,14.042
5183357,Kepler,CONFIRMED,61.0373591,8.378,437.5,3.38,0.071,,,6309.0,4.154,1.614,14.171
5269467,Kepler,CONFIRMED,33.8677783,3.72,894.8,2.31,0.787,,,4564.0,4.593,0.691,15.81
5360920,Kepler,CANDIDATE,14.62399621,2.193,1082.0,21.92,1.209,,,5753.0,4.57,0.815,15.789
7672940,Kepler,FALSE_POSITIVE,1064.2680956,11.5521,22772.0,33.63,0.447,,,6340.0,3.833,2.173,12.328
